custom_id,id,upc,brand,groupname,title,price,shelfdescr,shortdescr,longdescr,modelno,shipweight,dimensions
101,14262012,87317208024.0,Bling Software,Software,Bling Software 123 Copy DVD 2010 Windows,32.98,Copy DVDs Copy Blu-ray discs to standard DVD Download and burn videos,Bling Software s years of experience have made 123 Copy DVD 2010 the premier DVD copying product available both online and at retail today.,Key Features Copy DVDs Copy Blu-ray discs to standard DVD Download and burn videos,80244,0.15,7.5 x 5.5 x 1.25 inches
102,15926973,8585422148.0,Case Logic,MP3 Accessories,Case Logic SLR Camera Backpack,79.99,Case Logic SLR Camera Backpack This SLR backpack combines practicality and style with customizable organization and sleek lines. Carry everythingSLR camera lenses flash and laptopcomfortably on your back. Designed to fit SLR camera with lens up to 70-200mm attached Adjustable divider system provides customizable organization for 2-3 additional lenses flash and other camera accessories 15 inch MacBook Pro  or 14 inch PC fit in the padded laptop compartment  Unzip side pocket slide your tripod inside and secure it at the top with the adjustable buckle serves as additional accessory storage when not using a tripod Weather hood fits snugly over the bag to protect from the elements when not in use roll into its stuff sack for storage Front pocket provides storage for any non-camera items you require A padded front panel ensures your camera and accessories are protected from impact Convenient mesh water bottle pouch  Innovative strap management system eliminates messy hanging straps,,This SLR backpack combines practicality and style with customizable organization and sleek lines. Carry everythingSLR camera lenses flash and laptopcomfortably on your back.    Product Material Nylon   Product Weight 3.39 lbs.   Laptop Compartment Dimensions 14.9  or 14 inch PC fit in the padded laptop compartment   Unzip side pocket slide your tripod inside and secure it at the top with the adjustable buckle serves as additional accessory storage when not using a tripod Weather hood fits snugly over the bag to protect from the elements when not in use roll into its stuff sack for storage Front pocket provides storage for any non-camera items you require  A padded front panel ensures your camera and accessories are protected from impact  Convenient mesh water bottle pouch   Innovative strap management system eliminates messy hanging straps,DCB-309BLACK,4.0,17.3 x 11.4 x 8.4 inches
104,16401839,73621178816.0,Vizio,Electronics: Flat Panel TV,Vizio 42  Class 1080p 120Hz LCD HDTV RBE421VA Refurbished,479.0,42.02  diagonal screen size HDMI Inputs 4 Wall mountable SRS TruSurroundHD,The refurbished Vizio 42    Products that are ENERGY STAR-qualified prevent greenhouse gas emissions by meeting strict energy efficiency guidelines set by the U.S. Environmental Protection Agency and the U.S. Department of Energy. The ENERGY STAR name and marks are registered marks owned by the U.S. government as part of their energy efficiency and environmental activities.,Vizio 42  1080p LCD HDTV anywhere 50 000 1 dynamic contrast ratio 120Hz refresh rate HDMI Inputs 4 Enjoy a superior HD experience with the HDMI one-cable solution SRS TruSurroundHD Advanced virtual surround sound Wall mountable VESA standard 200mm x 200mm,RBE421VA,49.9,39.73 x 26.7 x 9.99 inches
106,10747106,2129914777.0,Koss,Electronics - General,Koss Stereophones With Flexible Headband Design,29.88,Flexible headband design allows listener to wear the headband on top of or behind-the-head,,Flexible headband design allows listener to wear the headband on top of or behind-the-head Great for active sports or when wearing a cap or hat Foam ear cushions for an open hear-through sound Collapsible for easy travel and storage Frequency response 15Hz-25kHz Includes convenient carrying case 1 4  adapter plug,SPORTA-PRO,1.52,8.58 x 8.36 x 4.24 inches
108,11988074,9263624593.0,Targus,Electronics - General,Targus 17  Groove Backpack for Laptops Black,37.88,Durable nylon construction  Front storage section with media compartment   Side pocket for water bottle,,Padded compartment protect laptops with screens up to 17  wide diagonal Constructed of durable nylon  Front storage section includes a media compartment with line-out headphone port cell phone pocket pen loops and key clip Extra pocket for files or accessories Side pocket for extra storage and water bottle transport Device compatibility 16.5   Exterior dimensions 16.25   Weight 2.75 lbs.,CVR617,1.75,19.3 x 14.8 x 1.9 inches
109,13045806,5112226607.0,Imation,Hard Drives,Imation 26607 RDX Cartridge Hard Drive,117.84,160GB storage capacity  Internal form factor  Serial ATA host interface,Quickly protecting your business or personal data Imation RDX removable hard disk cartridges contain a 2.5-inch hard disk drive that offers all of the advantages of disk-to-disk storage including high performance and a low-failure rate. The cartridges are available in 160GB and provide both forward and backward compatibility.,160GB storage capacity  Internal form factor  Serial ATA host interface  Forward and backward compatibility,26607,0.5,4.94 x 3.75 x 1.19 inches
111,16352418,8687619236.0,Rubbermaid Commercial,Storage,Rubbermaid Commercial Pulse Caddy With Clean Connect 2 gal,41.97,,Floor cleaning tool caddy.,Clean more square feet in less time with this handy caddy Clean up to 10 000 square feet with its 2 gallon capacity reducing number of trips to supply closet Refills Rubbermaid pulse sold separately up to 12 times Designed for secure transportation and efficient on-the-go refill,Q96600,3.6,14.125 x 10.75 x 8.75 inches
112,13219795,65297720785.0,EDGE,Memory,EDGE 2GB 2X1GB PC25300 ECC 240 PIN FULLY BUFFERED KIT APPLE,79.88,Highest quality memory available lifetime warranty and double tested to ensure compatibility,All RAM modules from EDGE are backed by a Lifetime Warranty and each is individually tested to ensure highest product quality and reliability. If your memory module ever fails to work perfectly due to defects in materials or workmanship EDGE will repair or replace it at no charge.,All RAM modules from EDGE are backed by a Lifetime Warranty and each is Individually Tested to ensure highest product quality and reliability.Our Friendly and Knowledgeable technical support team is available Toll-Free should you have any questions or problems with your memory upgrade.If your memory module ever fails to work perfectly due to defects in materials or workmanship EDGE will repair or replace it at no charge.We offer FREE Shipping on all memory orders over 50 EDGE is an ISO 9001 2000 Certified Company and has been selling memory since 1986,PE20779302,0.4,9.0 x 6.0 x 3.0 inches
113,14249633,64109211404.0,Draper,Electronics - General,Draper Matte White Signature Series E Electric Screen  - HDTV 119 diagonal,2312.5,Signature Series E ceiling-recessed electric projection screen. Independently motorized aluminum ceiling closure disappears into the white case when screen is lowered. Hinges are completely concealed. The closure is supported for its entire length preventing the possibility of sag. Features -Clean appearance of a ceiling-recessed screen..-Black borders standard on all formats optional on AV ..-Depending on surface available in sizes through 16 x 16 and 240 NTSC..-Custom sizes available..-Warranted for one year against defects in materials and workmanship.. Screen Material Matte White The standard to which all other screen surfaces are compared. Matt white vinyl reflective surface laminated to tear-resistant woven textile base. A matt white surface diffuses projected light in all directions so the image can be seen from any angle. Provides accurate color rendition as well as superior clarity. Recommended for use with all high light output projection devices. Requires control of ambient light in the audience area. Washable flame and mildew resistant. Peak gain 1.0.,,DR4239Signature Series E ceiling-recessed electric projection screen. Independently motorized aluminum ceiling closure disappears into the white case when screen is lowered. Hinges are completely concealed. The closure is supported for its entire length preventing the possibility of sag.   Features Clean appearance of a ceiling-recessed screen. Black borders standard on all formats optional on AV . Depending on surface available in sizes through 16 x 16 and 240 NTSC. Custom sizes available. Warranted for one year against defects in materials and workmanship.    Screen Material Matte White  The standard to which all other screen surfaces are compared. Matt white vinyl reflective surface laminated to tear-resistant woven textile base. A matt white surface diffuses projected light in all directions so the image can be seen from any angle. Provides accurate color rendition as well as superior clarity. Recommended for use with all high light output projection devices. Requires control of ambient light in the audience area. Washable flame and mildew resistant. Peak gain 1.0.,111599,155.0,
114,14250937,64109213201.0,Draper,Electronics - General,Draper M2500 Premier Series C Manual Screen - 161 diagonal HDTV Format,1948.95,Manually operated wall screen with Tab Tensioning System which holds the surface taut and wrinkle-free. Delivers outstanding picture quality even with sophisticated data graphics projectors. Features -Projected image is framed by standard black masking borders at sides -Meets the exacting requirements of large-screen video and data projection -Viewing surface is raised and lowered by turning a detachable polished aluminum crank handle -Black case with matching endcaps -Warranted for 1 year against defects in materials and workmanship  Installation Instructions,,DR6335Manually operated wall screen with Tab Tensioning System which holds the surface taut and wrinkle-free. Delivers outstanding picture quality even with sophisticated data graphics projectors.  Features  Projected image is framed by standard black masking borders at sides Meets the exacting requirements of large-screen video and data projection Viewing surface is raised and lowered by turning a detachable polished aluminum crank handle Black case with matching endcaps Warranted for 1 year against defects in materials and workmanship,200126,95.0,
